Text,classes
"What a combination Vai????এইটা শুধু আমার প্রাণের দেশে সম্ভব।এরকম ভাষা, এরকম দৃশ্য😌😌😌",NoAG
অবশেষে ভাল মানের বাংলাদেশী কোন ইউটিউবার পাওয়া গেল😍,NoAG
"ভাইয়া আপনি অসাধারণ। বেশ কিছু জিনিস শেখার শখ ছিল খুব,আপনার চ্যানেল টার খোজ পাওয়ার পর থেকে সব ই খুঁজে পেয়েছি😍😍খুব সুন্দর সহজ আর সাবলীল ভাবে ব্যাপার গুলো উপস্থাপন করার জন্য ধন্যবাদ। আপনার জন্য শুভকামনা।❤️💕",NoAG
আপুটা খুব সুন্দরী !পুরো ভিডিও টা অত্যন্ত ভালো হয়েছে!,NoAG
"ভিডিওটা এতটা জোস,  যতবার দেখি ততবারই ভালো লাগে",NoAG
অনেক সুন্দর 🌸,NoAG
সেই ভাই 😍,NoAG
ভাই এক কথায় যথেষ্ট সৃজনশীল।,NoAG
"ভাইয়া, আমারও এমন একটা ভিডিও করার ইচ্ছে। বিয়ের পরে। কিন্তু ততদিনে ভাইজান আমার সেলেব্রিটি হয়ে গেলে আমার মত গরীব মানুষ আপনাকে দিয়ে এমন ভিডিও করাতে পারবো কিনা কে জানে 😅",NoAG
এই পাগলি। জলজ হিসেবে জলের গানের এমন সিনাটোগ্রাফিক কাজ দেখে পাগলের মত অনূভুতি হচ্ছে।,NoAG
ভাই চিত্রগল্প আপনার!! জানতাম ই না। অথচ কত আগের ভালবাসা চিত্রগল্প💝,NoAG
ড্রোন ফুটেজ গুলো বেশি ভালো লাগছে😍😘👌,NoAG
ভিডিওগ্রাফি অনেক ভালো হইসে ভাই,NoAG
অদ্ভুত সুন্দর!!,NoAG
ভাই আপনার হাতে কি যেনো জাদু আছে! অসাধারন ভিডিও।আপনার সব ভিডিও আমার কাছে ভালো লাগে।এমন কি বাংলালিংক নেক্সট টিউবারে আপনার ভিডিও ভালো হওয়ার পরও অন্যদের বাচানোর জন্য নিজে বাদ পরার ইচ্ছা পোষন করার মত উদারতাও আপনার মধ্যে অনেক।।।ভালবাসি।,NoAG
চুপ করে থাকলে ছোটোরা শিখবে কি করে?' অসাধারণ উক্তি। অন্যতম প্রিয় গায়,NoAG
ক তাহসান ভাই।Love from India ❤,NoAG
যেমন মানুষ তেমন তার কথা। অলওয়েজ প্রিয় যায়গাটা তাহসান এর  ট্রু মেন ❤,NoAG
"আপনার মত ভদ্র একজন মানুষের কাছ থেকে এই মনোভাবই  আশা করা যায়। আপনি অসামান্য একজন মানুষ, গায়ক। ইন্ডিয়া থেকে আপনার একজন গুণমুগ্ধ।❤️❤️",NoAG
বাংলা নাটকের প্রিয় অভিনেতা তাহসান ভাই এবং সঙ্গে ওনার গান অসাধারণ একজন মানুষ।,NoAG
ভদ্রতা কাহাকে বলে ওনাকে দেখলে বা অনুসরণ করলে দেখা যায়। প্রিয় মানুষ গুলির মাঝে একজন তাহসান ভাই ❤,NoAG
"তাহসান ভাই, আপনার কথা গুলো সত্যি অসাধারণ, কোন মানুষকে কষ্ট দেওয়া ছাড়াই শিখিয়ে দেয় অনেক কিছু।",NoAG
ভদ্র মানুষ দেখেছেন?তাহসানকে দেখেন তাহলে বুঝবেন মানুষ এতো ভালো হয় কিভাবে।love you tahsan❤,NoAG
এই জন্যই তা্হসান এত জনপ্রিয়।শিক্ষার গুন উনার কথায় ফুটে উঠে।,NoAG
সত্যিই তাহসান ভাই একজন জেন্টলম্যান👍👍ভালবাসা অবিরাম ভাই।,NoAG
"শাকিবের গলায় রবীন্দ্রসংগীত এতোটা ভাল লাগবে জানা ছিল না, সত্যিই wind of change বাংলা গানের জন্য আশির্বাদ হয়ে এসেছে🙂",NoAG
মাহতিম ভাই এ সময়ের একজন তরুন শিল্পী কন্ঠে দরদ/ মধু আছে প্রচুর। শুভকামনা রইল 👍👍,NoAG
আমি অপূর্ব ভাইয়ার অনেক বড় একজন ফ্যেন । আমার কাছে অপূর্ব ভাইয়ার সকল নাটক ভালো লাগে। I love u apurbo vaiya..!!!,NoAG
২৬ বছর পর প্রতিবেদন অনুযায়ী সালমান শাহ আত্মহত্যা করেছে। ৫২ বছর পর সাংবাদিক সাগর রুনির প্রতিবেদন হবে। একে অপরকে হত্যা করে তারা আত্মহত্যা করেছে।,NoAG
ওদের কিছু করতে পারবে না কারন তাদের কথায় থানা পুলিশ উঠে আর বসে। আর এমপি মন্ত্রি তো এদের হাতের ময়লা। আর এদের খমতায় সাধারন জনগণের জায়গা জমি আর টাক্কা পয়সা হাতিয়ে নিয়ে আজ কয়েশো কুটি টাকার মালিক। অনেক লোককে পথের ফকির করে দিয়েছে। দেখি কি বিচার করে নাকি টাকা পয়সা নিয়ে ছেড়ে দেয়।,NoAG
বিদায় দিবে দিক কিন্তু জিম্বাবুয়ে বিপক্ষে কেনো আর কোনো দল পেলো না। বিদায়ের জন্য ভারতের সাথে বা অন্য কোনো বড় দলের সাথে কি একটি ম্যাচ খেলনো যেতো না। এই বিদায়টা খুব একটা ভালো হবে না। মাশরাফির মত একজন বাংলাদেশ থেকে বিদায় নিবে আর সেটা কোনো আন্তজার্তিক পর্যায় ভালো ভাবে গন্য করা হবে না। এটা বাংলাদেশের জন্য একটা অপমান জনক ছারা আর কিছুই নয়।,NoAG
"দূর সালা মুড টাই পুরা খারাপ করে দিল, ভাবছিলাম এইবার হয়তো সত্য প্রকাশ হবে কিন্তু কই কি হল গুরে ফিরে আবারও সেই পুরান নাটক,",NoAG
"পুলিশ বানিয়ে বানিয়ে কথা বলতেছে,, বাংলাদেশে সালমানের জন্ম হওয়াটাই ভুল হয়েছে,, ক্ষমা করে দিস ভাই আমাদের, আমরা দুর্ভাগা জাতি!",NoAG
"মিডিয়াতে যতো প্রচার করা হোক না কেন তবুও আসল হোতারা থেকে যাবে ধরা choyar বাহিরে, এ  জন্যই আমদের উন্নতি নাই ।",NoAG
আমরা জানি আপনাদের কাছে আমরা কোন সত্য বা বাস্তব ঘটনা কখনোই আশা করি না কারণ আমরা পাব না আপনারা যেটা সত্য সেটা কখনো বলবেন না আবার না বলাটাই স্বাভাবিক কারণ আপনারা তো মানুষ আপনারা সত্য কথা বলে কি বিপদে পড়বেন নাকি এরকম এই অনুষ্ঠানটা এখন করতেছেন মাস খানেক আগেও তো করতে পারতেন তখন করেন নাই কেন করেন নাই করলে আপনাদের সমস্যা হতে পারে,NoAG
"এই যদি হয় ছোট খাটো চুনো পুটির অবস্থা, তাহলে বড় বড় রাগব বোয়ালের কি অবস্থা, যারা ওকে মদত দিয়েছে। কত কোটি কোটি  অবৈধ টাকা যে করছে আল্লাহই জানে।",NoAG
"পাপিয়া কত ভাল এবং সৎ নারী এবং পুরুষের কান্নার আওয়াজ শুনে নাই । সে প্রভাব শালীদের যৌন চাহিদা মিটাতে গিয়ে বিভিন্ন রকমের বা বিভিন্ন বয়সের বাচ্চা মেয়েদের জীবন একেবারে নস্ট করে দিয়েছে এবং তার সাথে জড়িত রয়েছে আমাদের দেশের প্রভাব শালী আমলা ( সচিব ) , সরকারী অফিসার , পুলিশ , শিল্প পতি , বাবসায়ি । তারা শুধু মজাই লুটেছে কিন্তু একটা উঠতি বয়সের মেয়ে / কিশরি র জীবন চিরতরে শেষ করে দিয়েছে , তাদের জীবন কি আর পারবে কেউ আগের মত ফিরিয়ে দিতে , পুরো দুনিয়া বিক্রয় করলেও তা আর সে বা কেউ আপনারা ফিরিয়ে দিতে পারবেনা । আমরা এহেন জঘন অপরাধির ও জড়িত সকলের সকলের সামনে রাস্তায় খোলা ফাঁসী চাই ।",NoAG
অনেক দিন পরে আবিদের কথা খুব বেশি করে মনে পড়ছে আজ। বেঁচে থাকলে হয়তো এই গানটা ওনার কন্ঠেই আবার শুনতে পেতাম।,NoAG
আমাদের দেশে এই রকম সিনেমাগ্রাফি😮😮,NoAG
"এই লোকটা এতো সুন্দরভাবে কথা বলে, ওনার মতো গুছিয়ে কথা বলা লোক মিডিয়াতে দ্বিতীয়টা আছে কিনা আমার জানা নেই.",NoAG
অনুভূতির কথা গুলো শুনে গায়ে কাঁটা দিয়ে উঠেছে। মনে হচ্ছিল আমি ফিল করছিলাম,NoAG
সুশান্ত সিং রাজপুত ৬ মাসের ডিপ্রেশনেই সুইসাইড করে ফেলছে কিন্তু আমাদের নুনুবেল লক্ষ লক্ষ মানুষের গালি খেয়ে এখনও বেঁচে আছে!!!,NoAG
যারা তার সাথে উঠবস করছে তাদের চেহারা ব্লার??বাহ মানে একজন অপরাধী ই শুধু গ্রেপ্তার হবে।বাকিরা ধরাচোঁয়ার বাইরে?,NoAG
"একাত্তর চ্যানেলের কেবল একখানা ভেজাল মিশ্রিত চেতনাদন্ডই আছে, যা তারা সম্ভবত তাদের গায়েবী পিতা অমুক লীগ থেকে পেয়েছে (আমি কিন্তু নাম বলিনাই, জাস্টিস লীগও হইতে পারে!এছাড়া বাকি সবই তাদের বিদেশী...",NoAG
এই চ্যানেল সব মহিলা সংবাদ উপস্থাপক দের কোট শার্ট পরায় দিসে কেন? বাঙ্গালী মহিলাদের পোষাক শাড়ি।নাম ৭১ কাজকর্মে অনুসরণ করে বিদেশী,NoAG
জিম্বাবুয়ে আছে বলেই বিড়াল গুলো আজ বাঘ হয়েগেছে। তা  না হলে তো ওরা বিড়াল থেকেও নিকৃষ্ট হয়ে  যায়,NoAG
জিম্বাবুয়ের সাথে বাঘ আর বড় দলের সাথে বিলাই৷ হাস্যকর ব্যাপার।,NoAG
বড় বড় কাকুরা নাক বুড়িয়ে খেয়েছে😝। পুরো চেটে😜😜 পুচে🤑🤑 খেয়েছে পাপিয়া নামক রসগোল্লাকে 😜এখন ডায়বেটিস ধরা পড়েছে বলে ডাইট কন্ট্রোলের😷😷🤮🤮 গল্প শুনালে বাঙ্গালী মানবে না🤪,NoAG
"যখন বিশ্বের কোন দেশের সাথে পারে না,,তখন সেই দলের সাথে বীরত্ব দেখায়,,,যাদের দেশে ক্রিকেট এর কোন বোর্ড ই নাই,,,,আমাদের মিডিয়া ডাবল স্পিকার লাগিয়ে সেটা প্রকাশ করে,,,,",NoAG
"ভবিষ্যতে বাংলাদেশ শুধু মাত্র জিম্বাবুয়ে,  নেপাল, কেনিয়া এই সমস্ত দলের সাথে খেলা উচিত । তাহলে দলের, খেলোয়াড়দের ও দেশের রেকর্ড ভাল থাকবে।",NoAG
পুরো সুন্দর ভাবে বানানো একটা নাটক...এই হাবি যাবি কথা জানতে পুলিশ এর ২৬ বছর লেগে গেলো..বরই হাস্যকর একটা বিষয়,NoAG
"যে দেশে মাগী হয় নেত্রী, যাত্রাপালার গাইকা হয় এমপি সেই দেশের কেমনে হবে উন্নতি 😣",NoAG
"সাংবাদিক ভাই হাসি পাই আপনাদের নিউজ দেখলে ঢাকা, চট্টগ্রাম, কক্সবাজার প্রথ্যেক জায়গার হোটেল গুলোতে পতিতা ব্যাবসা হয় কয়টার নিউজ এ পরযন্ত করছেন",NoAG
এতদিন কোথায় ছিলেন মামারা। জখন আড়াল করা জাইনা তখন প্রচার করা এইটা কে সঠিক সাংবাদিকতা বলাজাইনা। এইগুলি দালাল সাংবাদিকতা এখন একেবারে সে এমন সে তেমন এইগুলি এতদিন কোথায় ছিল এতদিন বের করতে পারনি কেন।এখন একেবারেই বেটা একখান।হলুদ সাংবাদিকতা ছাড়,NoAG
মাকসুদ ও ফিডব্যাক  কেতাহসান ঠিক চিনলেও কাউয়া বাংলা  জাতী চিনতে পারলো না। ধন্যবাদ তাহসান,NoAG
বুঝলাম না এইরকম একটা lesson এ dislike আসে কি করে??আফসোস😔  তামাশার fan রা এখন ও শিক্ষিত আর অশিক্ষিত এর মধ্যে পার্থক্য খুঁজে পেল না,NoAG
হিরু আলম জায়েদ খান  ওরা ও  নায়েক আর নোবেল ও একটা শিল্পী।😁😀পাতলা পায়খানা,NoAG
নোবেল মানষিক ভারসাম্যহীন হয়ে গেছে তাকে পাবনায় পাঠানো হোক,NoAG
এক সপ্তাহ পরে যারা আবার চেক করতে আসছেন ডিজলাইক কত হইছে তারা এইখানে লাইক দিতে পারেন...😂😂😂,NoAG
এই জীবনে প্রথম বার সার্চ দিয়ে ডিসলাইক দিতে আসলাম..গান ও ভিডিও দেখে হতাশ হলেও কমেন্ট দেখে বিনোদন পেলাম...ইশ নোবেলের সাথে মেয়েটার কত অপমান হইছে সেইটা চিন্তা করতেছি..মানুষ বলবে তুমি নোবেলের গানের সেই মেয়েটা না..!!! প্রথম বার ভাইরাল হয়েও লজ্জা পাবে.,NoAG
"এতো দিন শুধু সুনছি নোবেল খালু গান করছে, তো আজকে আসলাম সেই গানটা সুনতে আসার পর বুজলাম আমার এমবি আমার সাথে মজা লয়",NoAG
হালা এটা না কি গান😃😂মুখে এসব কি লাগানো ১৬ মিনিটের সোর্ট ফিল্মের লাস্ট মুহূর্তে যেগুলা ফেলে দেয় অইগুলা মনে হচ্ছে।আর এটা ডিম না কি তর বিচি?🥺,NoAG
কার কার এই গান শুনে বমি আসছে? লাইক দিয়ে জানিয়ে দেন 😂😂,NoAG
ফালতু গান।আমি তো  Dislike Like দিছি।😎😎😎😎সালা আবাল মারকা গান।,NoAG
কি পক্কির গান.....কিছুই বুজলামনা এর চাইতে আমার কুত্তা খুব ভালো ঘেউঘেউ কইরা গানগায় ♪ ♬ ♩,NoAG
কই জাই মাথাই চোদেনা 🤣🤣মাননীয় স্পীকার ওকে পাশের দেশ ব্রাহ্মণবাড়িয়াতে পাঠানো হোক 🤣🤣😂😂😂,NoAG
আমি বুঝিনা নাটক সম্পর্কিত comment বাদ দিয়ে আজাইরা প্যাচাল পাড়ে কেন?!?!,NoAG
ভাবছিলাম কমেন্টের উপর নির্ভর করে নাটকটা দেখব কিন্তু নাটক সমন্ধে কোনো কমেন্টই নেই যে যার মত লিখে যাচ্ছে অথছ পড়ার টেবিলে থাকা ছোট খাতাটা তিন মাসেও শেষ হয় না।,NoAG
"সব নাটকেই শুধু বড়লোকি ভাব নিজের গাড়ি, নিজের বাড়ি,এতো এতো টাকা...কিন্তু আমরা যারা এসব নাটক দেখি ৮০% লোকই এমন পরিবেশের না..সো একটু এদিক থেকে বেরিয়ে এসে নাটকগুলো সাজা",NoAG
পুরা ভিডিও তে হাস্তে হাস্তে চোখ দিয়ে পানি পরে গেল।আর লাস্টের কথা গুলো তে ইমোশনাল হয়ে গেলাম। জিও দাদা,NoAG
"খুব ভালো হয়েছে ভিডিও টা।।লাস্ট কয়েক মিনিট মন ছুঁয়ে গেলো পুরো ""আমরা প্রেমে পড়িনা, আমরা প্রেম করতে চাই। "" মন ছুয়ে গেলো এই লাইনটা। ❤️",NoAG
"একটা ইম্পরট্যান্ট প্রশ্ন ছিল দাদা ,,,,  এতো ভালো ভিডিও কি করে বানাও?  ভালোবাসা নিও অনেকগুলি❤️❤️❤️",NoAG
একটা সেকেন্ডও স্কিপ করিনি🥰 পুরাই আগুন ছিলো🔥🔥 লাভ ফ্রম বাংলাদেশ 😍,NoAG
কিরণ দা তুমি জাস্ট সেরা... 😘😘 একবার বারাসাত আসোনা..... তাহলে তোমাকে দেখা হয়ে যাবে 🙈🙈 জাস্ট জোস ছিলো দাদা😂,NoAG
Bong Guy এর ভিডিওর জন্য আমার মতো আর কে কে অপেক্ষা করে থাকেন? হিট লাইক বাটন👍 -বাংলাদেশ থেকে অগণিত ভালোবাসা রইলো,NoAG
অঙ্কুশ কে আগে আমি খুব পছন্দ করতাম কিন্তু এ ঘটনার পর পছন্দ তো দূরের কথা তার সিনেমার দিকে ফিরেও তাকাবো না...,NoAG
"বিয়েতে সঞ্চারী এর প্লান ছিলো লাল লেহেংগা পড়বে, এবং তার অনেক শখ সেই লেহেংগা পরে বাইরে ছবি তুলবে। সেই ছবিও তোলা হয়েছে কিন্তু সকালের হলুদ এর সময় তোলা কোন মেক আপ বাদে ছবি আমাদের বেশি ভালো লেগেছে। তাই এই স্বাভাবিক সুন্দর হাসি মুখের কিছু ছবি",NoAG
"এত সুন্দর হাসি এত সুন্দর মুখ মনে হচ্ছে কতদিন দেখিনা! এত কিউট কেনো বাচ্চাটা ?
অসম্ভব সুন্দর আর প্রাণবন্ত সব ছবি,আর কিছু ছবি মারাত্মক ! ❤️",NoAG
"মেকআপ ছাড়া রীয়া এমনিতেই অনেক অনেক সুন্দর, Lovely! স্বাভাবিক সৌন্দর্যের অসাধারন ছবিগুলো দেখে মন জুড়িয়ে গেল।আশীর্বাদ রইল রীয়া'র জন্য।",NoAG
"স্পন্দন ভাইয়া আর নুবাইয়াত আপু ...
দুইটা মানুষ এখন ক্লায়েন্ট কম বন্ধু বেশি । চমৎকার ভাল মনের দুইজন মানুষের অনুষ্ঠানে ছবি তোলার সৌভাগ্য হয়েছিল আমাদের । কুয়াশাঢাকা আবহাওয়াতে পুরো অনুষ্ঠান ছিল প্রাণে ভরপুর ।",NoAG
"কিছুক্ষণ আগেই কবুল বলেছেন দুইজন । কিন্তু এর পেছনে ছিল ১০ বছরের পরিচয়ে, ৬ বছরের ভালবাসা আর বিশাল যুদ্ধ ।

দম্পতিকে অনেক অনেক শুভকামনা ।",NoAG
"বিয়ে করবি কি না বল :p

ইয়ে মানে আপু ভাইয়া নিজেই এই ফান পোজ দিছে, আমি খালি ছবি তুলেছি, যদিও ভাইয়াকে আলমারি এর উপড়ে উঠতে আমি প্রলুব্ধ করেছি এই যা।",NoAG
নওগাঁ তে করা চিত্রগল্পের প্রথম কাজ। হিন্দু বিয়ের কাজ ঢাকার বাইরে গিয়ে আগে অনেক করলেও এই কাজের মজা ছিলো আমরা শুরু থেকে বিয়ের শেষ পর্যন্ত পুরো কাজের গল্প তুলে ধারার সুযোগ পেয়েছি। আশা করি সবার ভালো লাগবে।,NoAG
"দেবী নামের একটি ছবি কিছু দিন আগে সবাই অনেক প্রশংসা করেছিলো, আজকে এই দেবীর পুরো গল্প দেয়া হলো।

চিত্রগল্প পরিবার থেকে অনুপ ও শৈলীর জন্য থাকলো শুভ কামনা।",NoAG
"এই ইভেন্ট এ মজার কিছু তথ্য আছে, এক দিদি আমাদের ছবি তোলার ব্যাপার ঠিক করে বিয়ের ভেনু নাকি ঠিক করেছে :p, এবং এই গান সব দিদির গাওয়া এবং তার এ্যালবাম থেকে ব্যাবহার করা, দিদিই ঠিক করে দিয়েছেন কোন কোন গান ব্যাবহার হবে।

সারা জীবন এমন হাসিখুশি ভাবে চলে যাক এই কামনায়",NoAG
"১২ বছর পুর্তি উপলক্ষে আপুর একটাই চাওয়া ছিলো ভাইয়ার থেকে তা হলো একসাথে কিছু ছবি এবং একটি ছোট ভিডিও। একদিন অফিসে ভাইয়া আপুর সাথে বসা হলো কি ভাবে কি করা যায়। উনাদের গান আগেই একটি পছন্দ ছিলো, সেই গান দিয়েই ভিডিও এর ইচ্ছে। আমার মনে হচ্ছিলো এতে করে ত কেমন কেমন মিউজিক ভিডিও হয়ে যাবে কি করে একটু আলাদা করা যায়। গল্পে গল্পে জানা গেলো আপু আর ভাইয়ার চিঠি- আদান প্রদান এর গল্প। যা এই যুগের জুটিদের কাছে একটু দুর্লভ ব্যাপার। ফট করে মাথায় আসলো আচ্ছা ১২ বছর উপলক্ষে এক অন্য কে চিঠি লিখলে কেমন হয়, যে চিঠি তে থাকবে তাদের অনুভূতি, চাওয়া পাওয়া বা যা লিখতে মনে চায়। আপু রাজি হলেও, ভাইয়া একটু নিমরাজি ছিলো, যদিও পরে আমাদের এবং আপুর চাপাচাপি তে পরে চিঠি লিখতে রাজি হয়। মজার বিষয় ছিলো, চিঠি একে অন্য কে দেয়া যাবে না আগেই, শুটের ফাঁকে একটা বাসার বারান্দায় একে অন্য কে মুখোমুখি বসিয়ে দেয়া হলো, এবার বলা হলো একে অন্য কে চিঠি পরে শুনান। আমারও তন্ময় উনাদের গল্প শুনলাম। চিঠি পরার শুট একবারে নেয়া হয়েছে, ছবি তোলা বা ভিডিও এর জন্য কোন রিপিট বা রিশুট করা হয় নি, যাতে তাদের আবেগে কোন কৃতিমতা না আসে। সেই চিঠি পাঠের কিছু অংশ এবং তাদের কিছু আনন্দের মুহুর্ত নিয়ে এই ১২ বছরের গল্প।

তাদের এই পথচলা আর বহুযুগ ধরে এগিয়ে চলুক এই কামনায়।",NoAG
"২০১৯ সাল ছিল চিত্রগল্পের জন্য আনন্দের ।
অনেক অনেক পছন্দের ছবি থেকে কিছু ছবি এই এ্যালবামে দিলাম আমরা ।

ছবির প্রতি ভালবাসা আর নতুন কিছু করার চেষ্টা নিয়ে ২০২০ এর প্রতীক্ষায় । আমাদের সম্মানিত ক্লায়েন্ট সবাইকে নতুন বছরের শুভেচ্ছা ।

আর চিত্রগল্প পরিবারের সবাইকে ধন্যবাদ , যারা সাথে ছিলেন , আছেন তাদের জন্য শুভকামনা ।",NoAG
"অনিন্দিতা দিদির বিদায়ের আগে দিদি এবং দাদা কে নিয়ে বাসার নিচেই কিছু সময় ছবি তুলেছিলাম। ফ্রেম, লাইট নিয়ে কাজ করলে দিদি-দাদা নিয়ে সেই সময় পাই নি, কিন্তু উনাদের হাসি এবং আনন্দ আমার মত কেড়ে নিয়েছে। তাই এই হাসি ছড়িয়ে দিতে সবার সাথে, কিছু হাসিখুশি ছবি শেয়ার করলাম, মূল গল্প সামনে আসবে",NoAG
শুভ বিবাহ বার্ষিকী সাকিব ভাই ও ঐশী আপু ... চিত্রগল্পের পক্ষ থেকে অনেক অনেক শুভেচ্ছা ...,NoAG
"ছবি যা হাজারো কথা বলে, ছবিটা শেয়ার এর সময় নিজের ও মন খারাপ লাগছিলো",NoAG
"এটা কোন শিক্ষিকা-ছাত্রের গল্প নয় ।
স্পন্দন ভাইয়া আর নুবাইয়াত আপুর জীবনের গল্প । আপু এক ক্লাস জুনিয়র হলেও আমাদের ফাঁকিবাজ ভাইয়াকে পড়াতেন :p
তাদের সেই ডিপার্টমেন্টের গল্পটাই ছোট্ট আকারে হাসির ছলে শেয়ার করলাম আপনাদের সাথে ।

বিয়ে নামক পরীক্ষায় উত্তীর্ণ স্পন্দন ভাইয়াকে অভিনন্দন :D",NoAG
"সেই ১৯৭১ সালে লন্ডনে নিজের ফ্ল্যাট বিক্রি করে ফিরে এসেছিলেন যুদ্ধ- বিধ্বস্ত বাংলাদেশে , তখন থেকে দেশেকে দিয়েই গেছেন । আমরা আপনার কাছে কৃতজ্ঞ ।

স্যার ফজলে হাসান আবেদের প্রয়াণে আমরা শোকাহত ।",NoAG
"দুই দিন আগে করা একটি দরজার বাইরের কাজ। মীম আপু এবং তাজবিদ ভাইয়ার। আপুর হাসি এত মিষ্টি , যে আমার ফ্রেম, আলোর কাজ সব আপুর হাসির কাছে হার মেনে গেছে। আশা করি আপনাদের ও ভালো লাগবে।",NoAG
"
নওগাঁ তে করা চিত্রগল্পের প্রথম কাজ। হিন্দু বিয়ের কাজ ঢাকার বাইরে গিয়ে আগে অনেক করলেও এই কাজের মজা ছিলো আমরা শুরু থেকে বিয়ের শেষ পর্যন্ত পুরো কাজের গল্প ছবিতে তুলে ধারার সুযোগ পেয়েছি। আশা করি সবার ভালো লাগবে।",NoAG
"সবাইকে চিত্রগল্প পরিবারেরর পক্ষ থেকে বিজয় দিবসের শুভেচ্ছা। সবাই রাগ, হিংসা, দ্রোহ ভুলে একসাথে থাকলে বিজয় আসবেই",NoAG
"নওগাঁ বাজারে একটা জিনিষ খুব মজা লেগেছে , তা হলো সব বিভিন্ন পট্টি তে ভাগ করা। যেমন ডাব পট্টি , সোনা পট্টি, হোটেল পট্টি, ফুল পট্টি। মানে আপনার যা দরকার ওই পট্টি তে গেলেই হবে।",NoAG
"সুখী দম্পতি একটি বছর অতিক্রম করে ফেললো ।
চিত্রগল্পের পক্ষ থেকে আবারো অভিনন্দন",NoAG
"স্থাপত্যে পড়ার সময় প্রথমে সহপাঠী, তারপর বন্ধুত্ব , একসময় দুইজন উপলব্ধি করলো … নিজেরাই নিজেদেরকে সবচেয়ে ভাল বুঝে । হাতে আর কোন অপশনও নাই । ব্যাস বিয়ে করে ফেলল । তাও যেন তেন বিয়ে নয় ... গায়ে হলুদের দিন আকদ । একদম প্রিয় আইয়ুব বাচ্চুর ভাষায় “ আমি তো প্রেমে পড়িনি , প্রেম আমার উপরে পড়েছে “দুই স্থপতির এর নতুন জীবনের শুরুর ধারণকৃত মুহূর্ত থেকে কিছু ছবি এবং শুভকামনা ।",NoAG
"একা 'চিত্র' হয়ে শুরু করে এখন এত এত চিত্রকে সাথী হিসেবে পেয়ে আমরা অভিভূত ... এত চিত্র না আসলে আমরা আসলে একাকীত্বে ! ভুগতাম । সব চিত্র ভাল থাকুক , ভাল ভাল চিত্র উপহার দিক । বি দ্র : কুমিল্লার আসল মাতৃভাণ্ডার এর মত আসল চিত্রগল্প চিনে নিন 😀",NoAG
"হিন্দু বিয়ের আচারের এই হলুদ অংশটা আমার খুব ভালো লাগে। এই শুট আমার করার কথা ছিলো না, কি মনে করে যেন আগের রাতে ঠিক করি আমি যাবো এবং ঠিক হলো সাথে চিত্রগল্পের নতুন সদস্য জুবায়ের কেও নিয়ে যাই, নতুন কিছু দেখলো এবং বুঝতে পারবে। কাজ শেষে ভাবছিলাম কি করে একটু অন্যভাবে দেখানো যায় জিনিষটা। জুবায়ের ও পছন্দ করলো আইডিয়াটা। বললাম বানিয়ে ফেলো, কি আছে জীবনে, নতুন কিছু ট্রাই করতে দোষ কি। এর ফলশ্রুতিতে এই কাজ।",NoAG
"তপেশ এর সাথে একদিন এক আড্ডায় দেখা। প্রথমে ওর রান্না খেয়ে পরে ওর গান শুনে মুগ্ধ। ঢেকি স্বর্গে গেলেও ধান ভানে। ওরে ধরলাম আমাদের জন্য গান এবং মিউজিক বানিয়ে দিবা নাকি। এমনিতেই চিত্রগল্পের কাজে নতুনত্ব আনার জন্য সাউন্ড বা মিউজিক নিয়ে প্লান ছিলো। বিভিন্ন শিল্পীর গান বা মিউজিক ব্যাবহার এর চর্চা থেকে বের হয়ে মনমতো মিউজিক বা গান এর ব্যাবহার এর শুরুর ইচ্ছে ছিলো। অনেকের কাছে বিয়ের জন্য গান বা মিউজিক নিয়ে কাজ করার আগ্রহ কম। তপেশ যদিও এক পায়ে খাড়া। তাই ভাবলাম, মানুষের কাজে নতুন কিছু এর ঝুকি কম নিয়ে নিজের বিয়ের কাজেই ঝুকি নেই। যাক আর কথা না বাড়াই। সবাই ভিডিও দেখার সাথে সাথে শুনেও দেখুন আমাদের এই নতুন প্রয়াস।",NoAG
চিত্রগল্পের প্রতিটা কাজ খুব ভালো লাগে।অসম্ভব সুন্দর কাজ আপনাদের।শুভকামনা রইলো চিত্রগল্প আর চিত্রগল্পের টিমের জন্য,NoAG
"রাঙ্গামাটিতে চাকমা বিয়ে , মাত্রই কভার করে এসে কিছু গরম গরম ছবি । আরও ছবি আসছে ।

নতুন দম্পতির জন্য অনেক অনেক শুভকামনা ।",NoAG
"সেদিন সবাই মিলে খুব মজা করে বরিশাল ট্রিপ হলো। সবাই মিলে সুন্দর একটা পরিবার হয়ে গেছিলাম। আশা করি চিত্রগল্পের সাথে আমাদের নতুন সদস্য এর সময় ভালোই যাবে এবং আমাদের যে ব্রত ছিলো নতুন নতুন কাজ উপহার দিবো, এটা বজায় থাকবে।",NoAG
"আজকের এই প্রথম আলো পত্রিকাটা কিনে রাখবো, বাকি ১০ টা সৃতির মধ্যে অনন্যতম একটা হয়ে থাকবে 🖤❤

#ঈদ_মোবারক. ❤😍",NoAG
"প্রথমআলো বাদ দিয়ে অন্য যেকোনো পত্রিকা কিনেন ভাই, হেতেরা ডান পাশে আরেকটা জুইড়া দিসে😐",NoAG
